iter	RMSE
247	0.08722281389
248	0.08715418413
249	0.0870891541
250	0.0868725958
251	0.08681428866
252	0.08675528284
253	0.08645224946
254	0.08638740082
255	0.0860601191
256	0.08573131459
257	0.08546143298
258	0.08525710127
259	0.08495132666
260	0.08466478887
261	0.08444646092
262	0.08438083311
263	0.08432918871
264	0.08407415995
265	0.08377012975
266	0.08358941945
267	0.08333792824
268	0.08311047943
269	0.08289337153
270	0.08263190385
271	0.0824134905
272	0.082390911
273	0.08224559504
274	0.08195665166
275	0.08182177645
276	0.08160220417
277	0.08146611348
278	0.08111299596
279	0.08101872584
280	0.08041942559
281	0.08039614456
282	0.08016839901
283	0.08012573301
284	0.07989796464
285	0.0794646068
286	0.07942880005
287	0.07921784133
288	0.07899146998
289	0.07894977339
290	0.07871420193
291	0.0784466131
292	0.07819322897
293	0.07799507128
294	0.07786640307
295	0.07766747358
296	0.07764377706
297	0.07737817346
298	0.07719604427
299	0.07717498308
300	0.07713143067
301	0.07690803439
302	0.07676438581
303	0.07661204745
304	0.07641794933
305	0.07622387498
306	0.07607205809
307	0.07587430568
308	0.07573874224
309	0.07570608011
310	0.07550833637
311	0.07532768222
312	0.07530232186
313	0.07490634827
314	0.0748726736
315	0.07467734595
316	0.07450145487
317	0.07446866954
318	0.07428429754
319	0.07426299505
320	0.0739876137
321	0.07380399484
322	0.07365825817
323	0.07362274686
324	0.07346015582
325	0.07327206098
326	0.07325155948
327	0.07313841093
328	0.07309550292
329	0.07299590512
330	0.07279624546
331	0.07278047099
332	0.07248243475
333	0.07230026588
334	0.07212275259
335	0.07210631693
336	0.07185164662
337	0.07171805043
338	0.07169584951
339	0.07130437288
340	0.07091895383
341	0.07090234823
342	0.07086654002
343	0.07072443468
344	0.07056270876
345	0.07026827656
346	0.07011079365
347	0.06997072998
348	0.06983096373
349	0.06968788501
350	0.06964699003
351	0.06933679995
352	0.06917293778
353	0.0690326142
354	0.0688915744
355	0.06877145092
356	0.06853197565
357	0.06840525199
358	0.06838062282
359	0.06810516987
360	0.06808724666
361	0.06792807513
362	0.0679088556
363	0.06777776167
364	0.06761112206
365	0.06746106085
366	0.06743079238
367	0.06727626059
368	0.06717775907
369	0.06716410374
370	0.06702685752
371	0.06669216994
372	0.06667046595
373	0.06641558104
374	0.06640194731
375	0.06637488695
376	0.06628604851
377	0.06607206459
378	0.06590157603
379	0.06580432433
380	0.06577734845
381	0.06567060072
382	0.06557103747
383	0.06544432156
384	0.06522146027
385	0.06509826176
386	0.06499779363
387	0.06493829725
388	0.06480366837
389	0.06469013108
390	0.06467128234
391	0.06449138661
392	0.06447956502
393	0.06446163329
394	0.06434265489
395	0.06421104176
396	0.06411890752
397	0.0639252398
398	0.06390482709
399	0.06389212456
400	0.06367414203
401	0.0635605518
402	0.06345945358
403	0.06343289381
404	0.06333577604
405	0.06324302821
406	0.06316348285
407	0.06293111701
408	0.06282352565
409	0.06273917571
410	0.06262423057
411	0.06260121899
412	0.0624932384
413	0.06241177199
414	0.06223949952
415	0.06208584113
416	0.06202642173
417	0.06190750772
418	0.06177124726
419	0.06174502585
420	0.06173039836
421	0.06162710541
422	0.06154214005
423	0.06151934754
424	0.06132724826
425	0.06115068112
426	0.06100457523
427	0.06098830762
428	0.06079989647
429	0.06077948906
430	0.06069498284
431	0.06068187767
432	0.06059248377
433	0.06040362762
434	0.06029472381
435	0.06027629479
436	0.06019225402
437	0.06010321089
438	0.06007703352
439	0.05991295108
440	0.05980393434
441	0.05969793759
442	0.05957923626
443	0.05944851533
444	0.05937148761
445	0.05926946752
446	0.05924559888
447	0.05916266885
448	0.05908513253
449	0.05907119328
450	0.05891185494
451	0.05880657441
452	0.05873354803
453	0.05864034949
454	0.05862879809
455	0.05846646724
456	0.05832192432
457	0.05829986286
458	0.05828183538
459	0.05816287477
460	0.05815395859
461	0.05790144864
462	0.05780611812
463	0.05770793905
464	0.05758879895
465	0.05757846171
466	0.05754222529
467	0.05746732121
468	0.05745083282
469	0.05736076374
470	0.05726484663
471	0.05718278753
472	0.0571036057
473	0.05708798197
474	0.05698648839
475	0.05691189751
476	0.056891854
477	0.05685803253
478	0.0567753816
479	0.05675843633
480	0.05673676367
481	0.05655403212
482	0.05651103892
483	0.05650083297
484	0.05649146048
485	0.05637621844
486	0.05611711156
487	0.05610821076
488	0.05593915699
489	0.05587457532
490	0.05585850446
491	0.05576764271
492	0.05575249677
493	0.05560159327
494	0.05547680591
495	0.05540623667
496	0.05529794302
497	0.05520132974
498	0.05511127365
499	0.05502481431
500	0.05496929388
501	0.05495403608
502	0.05493701365
503	0.0548710656
504	0.05485405132
505	0.05477647792
506	0.05463422528
507	0.05451488049
508	0.05443014703
509	0.0543526233
510	0.05432108745
511	0.05431094345
512	0.0542963666
513	0.05416200363
514	0.05409464663
515	0.05408231761
516	0.05406611621
517	0.05401751884
518	0.05390972675
519	0.05365489076
520	0.05359246597
521	0.05353158911
522	0.05347358337
523	0.0533212135
524	0.05319769184
525	0.05309201721
526	0.05308304607
527	0.0529668416
528	0.05295932024
529	0.05290100631
530	0.05285795265
531	0.05284402666
532	0.05269861531
533	0.05258650548
534	0.0525198035
535	0.05251140675
536	0.05245302042
537	0.05235869176
538	0.05229120904
539	0.05226623766
540	0.05214322731
541	0.05213161913
542	0.05212050769
543	0.05210498335
544	0.05194702927
545	0.05188949467
546	0.05188227042
547	0.05184840222
548	0.05183958696
549	0.05175857494
550	0.05174663997
551	0.05166696572
552	0.05159687337
553	0.05153699257
554	0.05148773777
555	0.05142582906
556	0.0513768461
557	0.05127905327
558	0.0512142838
559	0.05112496635
560	0.05106361914
561	0.05103960991
562	0.05094331264
563	0.0508742526
564	0.05086531023
565	0.05078630058
566	0.05069672362
567	0.05061920574
568	0.05057964264
569	0.05053626267
570	0.05044391785
571	0.05038046593
572	0.05034124386
573	0.05028729605
574	0.05021385397
575	0.05020546127
576	0.0501940726
577	0.05011366692
578	0.05003856147
579	0.0500286681
580	0.04998136525
581	0.04997254486
582	0.0498749469
583	0.04981685834
584	0.04972103567
585	0.0496804078
586	0.04956096471
587	0.04947868611
588	0.04947198267
589	0.04945954955
590	0.04938618773
591	0.04933142427
592	0.04918888696
593	0.04911130282
594	0.0490985014
595	0.04904896959
596	0.04900207663
597	0.04899295067
598	0.04893063297
599	0.04892523828
600	0.0489142027
601	0.04885740303
602	0.04879530999
603	0.04876805415
604	0.04875740698
605	0.04874356589
606	0.04873737412
607	0.04862142105
608	0.04854435657
609	0.04845238316
610	0.04838383327
611	0.04833603386
612	0.04826549763
613	0.04820006425
614	0.04819272136
615	0.04808896513
616	0.04802321563
617	0.04795776248
618	0.04790666548
619	0.04785651896
620	0.04779069925
621	0.04774370466
622	0.04770686251
623	0.04765809312
624	0.04758631409
625	0.04751720822
626	0.04747904332
627	0.04746802287
628	0.04742235067
629	0.04734354201
630	0.04732420191
631	0.04731599555
632	0.04726015875
633	0.04725164532
634	0.04719596267
635	0.04718505283
636	0.04707632562
637	0.04701123478
638	0.04695038981
639	0.04692192849
640	0.04683403229
641	0.04682680603
642	0.0467753245
643	0.04671990314
644	0.04670850052
645	0.04666042813
646	0.04657097418
647	0.0465044559
648	0.04649591418
649	0.04648795647
650	0.0464453616
651	0.04643644116
652	0.04636389118
653	0.04629704391
654	0.04621530122
655	0.04616332803
656	0.04609885288
657	0.04597965281
658	0.04593802621
659	0.04589008567
660	0.0458284055
661	0.04575981871
662	0.04572341665
663	0.04567857018
664	0.04567275051
665	0.04566629653
666	0.04560344964
667	0.04549751487
668	0.04544216003
669	0.04539342094
670	0.04538426639
671	0.04531743297
672	0.04521432208
673	0.04517181409
674	0.04510695393
675	0.04510066463
676	0.04504910447
677	0.04504038264
678	0.04498988436
679	0.04487951786
680	0.04480547275
681	0.04477107446
682	0.0447246754
683	0.04461911991
684	0.04455079977
685	0.04454406927
686	0.04453763603
687	0.0445191402
688	0.04447265217
689	0.04439248901
690	0.04429943927
691	0.04429358887
692	0.04419747486
693	0.04413453789
694	0.04407597728
695	0.04403329127
696	0.04401410426
697	0.04394331728
698	0.04389788506
699	0.0438553358
700	0.04384889843
701	0.04383677397
702	0.04378383627
703	0.04373151248
704	0.04367148008
705	0.04366606807
706	0.0436581602
707	0.04362229773
708	0.04361864505
709	0.04356175156
710	0.04350201924
711	0.04344919887
712	0.04339905128
713	0.04339105222
714	0.04338331888
715	0.04334409965
716	0.04328742727
717	0.04314644356
718	0.04307991637
719	0.04304181516
720	0.04300339184
721	0.04295446032
722	0.04289902747
723	0.04284802436
724	0.04277115596
725	0.04269361454
726	0.04262093113
727	0.04258734827
728	0.04254548868
729	0.04248140508
730	0.04247723543
731	0.04244921494
732	0.04237946359
733	0.04232306233
734	0.04229437705
735	0.04226769556
736	0.04219451178
737	0.04218863444
738	0.04214296501
739	0.04213719186
740	0.04210108105
741	0.04202668769
742	0.04201905983
743	0.04198664951
744	0.04195342881
745	0.04183541353
746	0.04178036542
747	0.04174905609
748	0.04169792831
749	0.04166266075
750	0.04163171231
751	0.0415837388
752	0.04156447365
753	0.04151973603
754	0.04145398606
755	0.0414018203
756	0.04135441012
757	0.04131463093
758	0.04124153288
759	0.04120270935
760	0.04119625043
761	0.04114911793
762	0.04110171989
763	0.04104946811
764	0.0410217558
765	0.04099687052
766	0.04095736343
767	0.0408981323
768	0.04082620056
769	0.04082128609
770	0.04081521658
771	0.04080933073
772	0.04080510085
773	0.04074530556
774	0.04069689947
775	0.04065063967
776	0.04062544581
777	0.04056423269
778	0.0405177042
779	0.04051234865
780	0.04048017936
781	0.04043189548
782	0.04039076753
783	0.040361002
784	0.04029137833
785	0.04025347475
786	0.04022608054
787	0.04019499096
788	0.04016199483
789	0.04009338557
790	0.04005402952
791	0.04001436843
792	0.04000710395
793	0.03996725641
794	0.03992194952
795	0.03989296519
796	0.03984464064
797	0.03981128221
798	0.03977558463
799	0.03972578034
800	0.03968147909
801	0.03965205819
802	0.03962088542
803	0.03957999111
804	0.03955985067
805	0.03952114141
806	0.03946502316
807	0.03941470589
808	0.03937481599
809	0.03932503232
810	0.03931568112
811	0.03928472139
812	0.03923819734
813	0.03918727299
814	0.03916107514
815	0.0391471586
816	0.0391404433
817	0.03913494785
818	0.03909021812
819	0.03907668279
820	0.03902021857
821	0.03897894691
822	0.03893774713
823	0.0388985377
824	0.03884484325
825	0.03881366968
826	0.03877115053
827	0.0387402148
828	0.03864280632
829	0.03858907009
830	0.03858590216
831	0.03858173275
832	0.03853418517
833	0.03849490994
834	0.03845736003
835	0.03842375295
836	0.03838443746
837	0.03837806318
838	0.03837195831
839	0.03833593848
840	0.03831275551
841	0.0382865095
842	0.03822964353
843	0.03820837543
844	0.03819378461
845	0.03811990798
